,host_response_rate,availability_365,neighbourhood_group,host_is_superhost,room_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,review_scores_rating,amenities,instant_bookable,bathrooms
782,0.0,135,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,3.0,130.0,3,97.0,37,f,1.5
783,80.0,245,Friedrichshain-Kreuzberg,t,Entire home/apt,6,Entire home/apt,2.0,3.0,100.0,3,93.0,12,f,1.0
790,94.0,321,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,2.0,48.0,2,96.0,26,t,1.0
792,0.0,258,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,60.0,10,87.0,14,f,1.0
795,100.0,82,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,2.0,80.0,2,96.0,20,t,1.0
797,100.0,55,Pankow,t,Private room,3,Private room,1.0,2.0,25.0,3,97.0,22,f,0.0
801,100.0,106,Charlottenburg-Wilm.,t,Entire home/apt,8,Entire home/apt,2.0,6.0,125.0,4,96.0,34,f,2.0
803,50.0,323,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,1.0,50.0,3,86.0,20,f,1.0
805,100.0,82,Friedrichshain-Kreuzberg,f,Entire home/apt,5,Entire home/apt,2.0,4.0,170.0,3,98.0,32,f,1.0
808,100.0,322,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,3.0,6.0,130.0,7,84.0,21,t,1.0
809,90.0,56,Neukölln,f,Private room,4,Private room,1.0,1.0,26.0,3,92.0,22,f,0.0
811,100.0,290,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,2.0,85.0,2,92.0,19,f,1.0
813,0.0,291,Reinickendorf,f,Entire home/apt,10,Entire home/apt,3.0,10.0,141.0,2,0.0,12,f,1.0
814,0.0,358,Mitte,f,Entire home/apt,6,Entire home/apt,1.0,1.0,59.0,60,93.0,17,f,1.0
816,100.0,71,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,60.0,3,96.0,30,t,1.0
828,100.0,312,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,3.0,113.0,3,90.0,28,t,1.0
829,100.0,345,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,119.0,3,92.0,25,t,1.0
830,100.0,331,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,3.0,126.0,3,89.0,25,t,1.0
831,100.0,359,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,107.0,3,90.0,24,t,1.0
832,93.0,165,Charlottenburg-Wilm.,t,Private room,3,Private room,1.0,2.0,23.0,1,95.0,16,f,0.0
833,93.0,261,Charlottenburg-Wilm.,t,Private room,4,Private room,1.0,4.0,23.0,1,92.0,26,f,0.0
837,100.0,356,Friedrichshain-Kreuzberg,t,Entire home/apt,3,Entire home/apt,1.0,2.0,67.0,2,94.0,28,f,1.0
838,100.0,262,Neukölln,f,Entire home/apt,6,Entire home/apt,2.0,2.0,65.0,3,95.0,31,t,2.5
841,100.0,114,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,4.0,78.0,3,84.0,10,t,1.0
848,100.0,115,Friedrichshain-Kreuzberg,f,Entire home/apt,8,Entire home/apt,2.0,3.0,110.0,3,89.0,15,t,1.0
856,0.0,260,Pankow,f,Entire home/apt,4,Entire home/apt,3.0,3.0,62.0,60,92.0,6,f,1.0
864,0.0,362,Neukölln,f,Private room,4,Private room,2.0,3.0,125.0,2,84.0,8,f,1.0
876,33.0,362,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,360.0,4,97.0,15,f,2.0
880,0.0,365,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,6.0,95.0,2,97.0,29,f,1.0
887,70.0,300,Neukölln,f,Private room,6,Private room,1.0,3.0,28.0,1,88.0,33,f,0.0
901,0.0,205,Charlottenburg-Wilm.,t,Entire home/apt,5,Entire home/apt,2.0,5.0,164.0,4,100.0,28,f,1.0
911,100.0,328,Pankow,t,Entire home/apt,9,Entire home/apt,4.0,7.0,183.0,2,97.0,14,t,2.0
924,0.0,90,Mitte,f,Entire home/apt,3,Entire home/apt,2.0,1.0,90.0,3,100.0,9,f,1.0
928,100.0,84,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,4.0,46.0,1,88.0,22,t,1.0
930,100.0,353,Mitte,t,Entire home/apt,5,Entire home/apt,2.0,2.0,130.0,3,94.0,31,f,1.0
933,100.0,196,Pankow,t,Entire home/apt,5,Entire home/apt,2.0,5.0,130.0,6,97.0,25,f,1.0
941,100.0,170,Tempelhof - Schöneberg,t,Private room,6,Private room,2.0,3.0,55.0,2,97.0,31,f,0.0
944,99.0,103,Mitte,f,Shared room,6,Shared room,1.0,0.0,14.0,1,91.0,13,f,0.0
945,99.0,99,Mitte,f,Shared room,4,Shared room,1.0,0.0,22.0,1,93.0,12,f,0.0
946,99.0,168,Mitte,f,Shared room,6,Shared room,1.0,0.0,17.0,1,93.0,13,t,0.0
950,100.0,318,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,1.0,2.0,88.0,3,94.0,39,f,1.0
952,0.0,363,Mitte,f,Private room,4,Private room,2.0,4.0,93.0,2,90.0,32,f,0.0
957,80.0,103,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,3.0,57.0,2,100.0,18,f,1.5
965,100.0,260,Tempelhof - Schöneberg,f,Private room,5,Private room,2.0,4.0,95.0,3,100.0,24,f,0.0
968,100.0,37,Pankow,t,Private room,6,Private room,1.0,3.0,37.14,1,95.0,25,t,0.0
971,100.0,364,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,69.0,1124,85.0,16,t,1.0
974,100.0,337,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,47.0,1,82.0,12,t,1.0
978,0.0,115,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,2.0,4.0,120.0,61,94.0,8,f,1.0
980,0.0,157,Neukölln,f,Private room,3,Private room,2.0,0.0,90.0,2,96.0,10,f,0.0
981,100.0,297,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,95.0,10,97.0,11,f,1.0
988,100.0,352,Friedrichshain-Kreuzberg,f,Entire home/apt,8,Entire home/apt,3.0,7.0,145.0,1,90.0,35,t,2.0
990,0.0,170,Pankow,f,Entire home/apt,3,Entire home/apt,2.0,2.0,80.0,30,97.0,21,f,1.0
1001,0.0,107,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,70.0,1,93.0,22,f,1.0
1006,90.0,121,Neukölln,f,Entire home/apt,5,Entire home/apt,2.0,2.0,79.0,9,92.0,23,f,1.0
1007,100.0,339,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,3.0,80.0,3,95.0,27,t,1.0
1008,40.0,267,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,2.0,57.0,20,92.0,6,f,1.0
1013,89.0,355,Friedrichshain-Kreuzberg,t,Entire home/apt,7,Entire home/apt,3.0,7.0,162.14,88,90.0,13,f,1.0
1017,100.0,338,Friedrichshain-Kreuzberg,f,Private room,4,Private room,1.0,1.0,22.0,2,88.0,22,f,0.0
1018,100.0,53,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,3.0,6.0,113.0,2,94.0,23,f,2.0
1026,100.0,206,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,5.0,55.0,4,96.0,32,t,1.0
1029,100.0,319,Friedrichshain-Kreuzberg,t,Private room,3,Private room,1.0,2.0,40.0,2,96.0,22,f,0.0
1032,100.0,45,Friedrichshain-Kreuzberg,t,Private room,4,Private room,1.0,2.0,48.0,3,97.0,38,f,0.0
1034,100.0,158,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,2.0,106.0,2,99.0,28,t,1.5
1036,100.0,70,Mitte,t,Entire home/apt,5,Entire home/apt,1.0,2.0,50.0,3,97.0,30,f,1.0
1039,70.0,203,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,0.0,150.0,28,100.0,22,f,1.0
1044,100.0,291,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,90.0,180,94.0,12,f,1.0
1045,100.0,302,Tempelhof - Schöneberg,t,Entire home/apt,16,Entire home/apt,4.0,10.0,314.0,2,96.0,23,t,0.0
1050,100.0,358,Friedrichshain-Kreuzberg,f,Entire home/apt,5,Entire home/apt,3.0,5.0,213.0,2,99.0,49,f,2.0
1052,0.0,348,Tempelhof - Schöneberg,f,Entire home/apt,3,Entire home/apt,1.0,1.0,50.0,60,100.0,13,f,1.0
1054,0.0,364,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,203.57,2,0.0,32,f,2.0
1056,100.0,337,Steglitz - Zehlendorf,t,Entire home/apt,3,Entire home/apt,1.0,1.0,55.0,1,98.0,21,t,1.0
1060,80.0,324,Neukölln,f,Entire home/apt,3,Entire home/apt,2.0,2.0,50.0,90,84.0,22,f,1.0
1065,100.0,347,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,2.0,2.0,65.0,14,95.0,6,f,1.0
1066,70.0,363,Mitte,f,Entire home/apt,3,Entire home/apt,2.0,2.0,49.0,100,93.0,34,f,1.0
1069,67.0,364,Mitte,f,Private room,3,Private room,1.0,1.0,40.0,1,88.0,26,f,0.0
1073,100.0,46,Tempelhof - Schöneberg,f,Entire home/apt,5,Entire home/apt,3.0,4.0,80.0,5,92.0,29,t,1.0
1074,89.0,182,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,70.0,3,85.0,7,f,1.0
1077,100.0,51,Mitte,f,Entire home/apt,9,Entire home/apt,4.0,5.0,153.0,5,96.0,25,f,2.5
1086,100.0,180,Friedrichshain-Kreuzberg,f,Private room,3,Private room,1.0,2.0,50.0,5,81.0,20,f,0.0
1097,100.0,346,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,80.0,2,86.0,17,t,1.0
1106,0.0,364,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,1.0,45.0,60,87.0,19,f,1.0
1110,100.0,330,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,2.0,4.0,115.0,3,88.0,19,t,1.0
1125,100.0,353,Treptow - Köpenick,t,Entire home/apt,16,Entire home/apt,8.0,16.0,390.0,1,97.0,18,f,0.0
1128,100.0,313,Pankow,t,Shared room,4,Shared room,1.0,1.0,31.0,2,97.0,22,t,0.0
1139,100.0,62,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,1.0,99.0,6,97.0,34,t,1.0
1140,0.0,319,Pankow,f,Entire home/apt,5,Entire home/apt,2.0,3.0,90.0,5,98.0,31,f,2.5
1141,100.0,162,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,2.0,115.0,28,99.0,16,f,2.0
1145,100.0,350,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,2.0,79.0,60,95.0,21,t,1.0
1147,50.0,55,Neukölln,t,Entire home/apt,4,Entire home/apt,2.0,2.0,72.0,3,91.0,11,f,1.0
1149,100.0,146,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,2.0,3.0,98.0,3,97.0,46,t,1.0
1153,100.0,365,Pankow,f,Private room,4,Private room,1.0,4.0,23.0,2,89.0,27,f,0.0
1156,0.0,89,Mitte,f,Entire home/apt,5,Entire home/apt,1.0,0.0,150.0,2,0.0,9,t,0.0
1157,100.0,72,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,95.0,5,96.0,22,t,1.0
1159,89.0,321,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,2.0,3.0,55.0,5,91.0,27,f,1.0
1165,0.0,311,Pankow,f,Entire home/apt,5,Entire home/apt,1.0,2.0,64.0,25,93.0,16,f,1.0
1172,100.0,303,Pankow,f,Entire home/apt,8,Entire home/apt,2.0,4.0,600.0,3,0.0,32,f,1.0
1173,100.0,356,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,3.0,53.0,29,91.0,26,f,1.0
1179,100.0,257,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,64.0,4,95.0,23,f,1.0
1180,0.0,183,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,1.0,2.0,40.0,60,86.0,11,f,1.0
1187,100.0,311,Friedrichshain-Kreuzberg,t,Entire home/apt,6,Entire home/apt,2.0,3.0,94.0,3,98.0,22,f,1.0
1189,0.0,248,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,0.0,75.0,2,91.0,13,f,1.0
1193,80.0,346,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,1.0,49.0,2,96.0,20,t,1.0
1201,94.0,356,Mitte,t,Entire home/apt,6,Entire home/apt,3.0,3.0,140.0,3,94.0,20,f,1.5
1202,43.0,322,Pankow,f,Private room,3,Private room,1.0,1.0,39.0,1,95.0,17,f,0.0
1203,100.0,75,Neukölln,f,Entire home/apt,5,Entire home/apt,1.0,2.0,65.0,2,87.0,6,f,1.0
1210,100.0,94,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,0.0,50.0,2,92.0,22,t,1.0
1215,73.0,131,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,43.0,60,94.0,6,f,1.0
1217,100.0,176,Mitte,f,Private room,4,Private room,2.0,2.0,58.0,3,100.0,25,f,0.0
1221,40.0,365,Tempelhof - Schöneberg,f,Private room,4,Private room,1.0,2.0,50.0,1,88.0,12,f,0.0
1227,100.0,163,Pankow,t,Entire home/apt,11,Entire home/apt,5.0,8.0,202.0,3,97.0,34,f,2.0
1230,100.0,203,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,2.0,2.0,45.0,3,98.0,25,t,1.0
1236,100.0,323,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,190.0,3,94.0,16,f,2.0
1246,100.0,31,Neukölln,t,Entire home/apt,4,Entire home/apt,2.0,3.0,70.0,5,96.0,37,t,1.0
1252,100.0,101,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,2.0,43.0,90,87.0,22,t,1.0
1258,100.0,292,Charlottenburg-Wilm.,f,Entire home/apt,6,Entire home/apt,2.0,2.0,78.0,30,83.0,9,t,1.0
1260,100.0,90,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,4.0,67.0,59,98.0,23,f,1.0
1273,89.0,297,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,109.0,3,98.0,26,t,1.0
1274,0.0,254,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,3.0,139.0,5,97.0,10,f,1.5
1275,0.0,60,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,3.0,129.43,3,93.0,25,t,1.0
1278,100.0,365,Tempelhof - Schöneberg,f,Private room,3,Private room,1.0,1.0,106.0,1,99.0,14,f,0.0
1281,0.0,173,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,2.0,180.0,6,0.0,11,f,1.0
1286,100.0,353,Tempelhof - Schöneberg,t,Entire home/apt,3,Entire home/apt,1.0,2.0,92.0,4,98.0,25,f,1.0
1289,0.0,89,Mitte,f,Private room,3,Private room,1.0,1.0,60.0,3,94.0,12,t,0.0
1293,100.0,62,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,2.0,0.0,71.0,60,100.0,30,f,1.0
1295,80.0,362,Treptow - Köpenick,f,Entire home/apt,4,Entire home/apt,3.0,4.0,55.0,91,100.0,4,f,1.0
1298,100.0,122,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,3.0,165.0,5,98.0,33,f,1.0
1299,100.0,362,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,2.0,2.0,250.0,6,99.0,12,f,2.0
1304,91.0,42,Pankow,t,Entire home/apt,5,Entire home/apt,2.0,2.0,54.0,1,97.0,32,f,1.0
1305,0.0,320,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,450.0,5,97.0,12,f,1.0
1306,100.0,354,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,110.0,3,92.0,41,t,1.0
1307,100.0,354,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,65.0,3,89.0,9,f,1.0
1320,100.0,258,Charlottenburg-Wilm.,f,Private room,4,Private room,1.0,2.0,22.0,2,92.0,6,f,0.0
1329,100.0,323,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,5.0,90.0,4,86.0,39,f,1.0
1331,100.0,173,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,2.0,3.0,70.0,3,92.0,44,t,2.0
1350,97.0,153,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,85.0,3,90.0,13,f,1.0
1351,97.0,183,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,85.0,3,80.0,13,f,1.0
1352,97.0,340,Mitte,f,Entire home/apt,10,Entire home/apt,4.0,5.0,102.0,2,92.0,20,t,2.0
1356,100.0,230,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,1.0,77.0,5,92.0,13,f,1.0
1358,0.0,107,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,2.0,3.0,120.0,5,98.0,11,f,2.0
1360,100.0,180,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,1.0,0.0,64.0,30,91.0,18,t,1.0
1361,100.0,317,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,1.0,1.0,66.0,30,96.0,10,f,1.0
1365,100.0,106,Pankow,f,Entire home/apt,4,Entire home/apt,3.0,2.0,189.0,4,100.0,7,t,1.0
1371,0.0,323,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,3.0,99.0,20,96.0,7,f,1.5
1372,100.0,169,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,1.0,99.0,2,99.0,36,f,1.0
1373,100.0,79,Neukölln,t,Entire home/apt,6,Entire home/apt,3.0,6.0,101.0,3,97.0,17,f,1.5
1375,100.0,365,Friedrichshain-Kreuzberg,t,Private room,3,Private room,1.0,2.0,34.0,3,96.0,10,f,0.0
1378,100.0,268,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,84.0,2,93.0,26,t,1.0
1379,94.0,217,Mitte,t,Entire home/apt,6,Entire home/apt,3.0,4.0,149.0,3,92.0,19,f,2.5
1381,0.0,233,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,2.0,80.0,1,0.0,10,f,1.0
1391,0.0,292,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,79.0,4,100.0,15,f,1.0
1394,100.0,89,Mitte,t,Entire home/apt,6,Entire home/apt,2.0,2.0,251.43,3,96.0,28,f,1.0
1398,0.0,364,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,3.0,149.0,3,95.0,26,f,2.0
1407,100.0,292,Steglitz - Zehlendorf,t,Entire home/apt,3,Entire home/apt,1.0,2.0,50.0,4,94.0,28,f,1.0
1419,50.0,260,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,2.0,2.0,39.0,29,92.0,19,f,1.0
1423,100.0,348,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,0.0,150.0,3,95.0,9,f,2.5
1426,0.0,263,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,2.0,4.0,75.0,2,100.0,5,f,1.0
1429,0.0,90,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,2.0,90.0,4,88.0,23,f,1.0
1430,100.0,105,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,2.0,2.0,71.0,60,0.0,34,f,1.0
1431,90.0,89,Friedrichshain-Kreuzberg,f,Entire home/apt,15,Entire home/apt,1.0,1.0,2500.0,1,100.0,5,f,2.0
1438,0.0,291,Reinickendorf,f,Entire home/apt,3,Entire home/apt,2.0,3.0,60.0,7,89.0,21,f,1.0
1446,80.0,109,Friedrichshain-Kreuzberg,t,Entire home/apt,3,Entire home/apt,1.0,1.0,50.0,3,94.0,19,f,1.0
1448,91.0,350,Neukölln,t,Entire home/apt,4,Entire home/apt,2.0,3.0,70.0,58,97.0,24,f,1.0
1450,100.0,31,Mitte,t,Private room,3,Private room,1.0,2.0,29.0,2,98.0,23,t,0.0
1460,100.0,364,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,1.0,2.0,139.0,4,93.0,25,f,1.0
1464,20.0,154,Tempelhof - Schöneberg,f,Entire home/apt,7,Entire home/apt,4.0,4.0,140.0,2,93.0,12,f,1.0
1478,0.0,326,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,1.0,90.0,2,91.0,10,f,1.0
1488,100.0,362,Neukölln,t,Private room,4,Private room,1.0,1.0,45.0,1,97.0,6,f,0.0
1493,99.0,365,Friedrichshain-Kreuzberg,f,Shared room,6,Shared room,1.0,6.0,14.0,1,88.0,13,t,0.0
1494,99.0,362,Friedrichshain-Kreuzberg,f,Shared room,5,Shared room,1.0,5.0,15.0,1,88.0,14,t,0.0
1495,99.0,346,Friedrichshain-Kreuzberg,f,Shared room,8,Shared room,1.0,8.0,12.0,1,83.0,13,t,0.0
1496,99.0,351,Friedrichshain-Kreuzberg,f,Shared room,7,Shared room,1.0,7.0,14.0,1,86.0,13,t,0.0
1501,100.0,210,Treptow - Köpenick,t,Entire home/apt,3,Entire home/apt,2.0,3.0,67.43,3,99.0,37,f,1.0
1503,100.0,272,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,43.0,100,93.0,21,f,1.0
1508,0.0,260,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,50.0,60,93.0,3,f,1.0
1510,100.0,170,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,104.0,3,97.0,20,f,1.0
1527,75.0,300,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,2.0,250.0,2,93.0,9,f,1.5
1532,80.0,90,Charlottenburg-Wilm.,f,Entire home/apt,5,Entire home/apt,1.0,3.0,52.0,3,89.0,22,t,1.0
1536,100.0,352,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,3.0,144.0,3,95.0,32,t,1.0
1545,25.0,363,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,65.0,14,96.0,16,f,1.0
1546,80.0,86,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,1.0,2.0,54.0,3,85.0,28,t,1.0
1551,90.0,81,Steglitz - Zehlendorf,f,Private room,4,Private room,1.0,2.0,30.0,2,93.0,19,f,0.0
1552,91.0,87,Mitte,t,Entire home/apt,6,Entire home/apt,1.0,3.0,40.0,1,95.0,24,t,1.0
1581,40.0,365,Tempelhof - Schöneberg,f,Entire home/apt,6,Entire home/apt,2.0,6.0,110.0,2,53.0,5,f,1.0
1583,100.0,357,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,64.0,2,96.0,42,t,1.0
1603,100.0,171,Pankow,f,Entire home/apt,12,Entire home/apt,4.0,12.0,400.0,2,84.0,14,t,2.0
1608,50.0,85,Friedrichshain-Kreuzberg,f,Entire home/apt,5,Entire home/apt,3.0,3.0,105.0,7,92.0,25,f,1.5
1615,0.0,365,Charlottenburg-Wilm.,f,Entire home/apt,9,Entire home/apt,3.0,9.0,90.0,60,75.0,15,f,1.0
1624,75.0,68,Neukölln,f,Entire home/apt,12,Entire home/apt,4.0,10.0,186.0,2,93.0,25,t,2.0
1625,0.0,31,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,46.0,5,95.0,13,f,1.0
1630,40.0,365,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,4.0,75.0,2,40.0,5,f,1.0
1669,0.0,67,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,0.0,89.0,61,94.0,23,f,1.0
1680,100.0,304,Pankow,f,Private room,5,Private room,1.0,4.0,44.0,4,88.0,36,f,0.0
1681,100.0,281,Pankow,f,Private room,3,Private room,1.0,2.0,50.0,4,88.0,42,f,0.0
1692,89.0,359,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,87.0,3,96.0,15,f,1.0
1704,100.0,320,Friedrichshain-Kreuzberg,f,Private room,3,Private room,1.0,3.0,55.0,3,97.0,24,f,0.0
1720,0.0,35,Friedrichshain-Kreuzberg,f,Private room,4,Private room,1.0,4.0,80.0,3,92.0,30,f,0.0
1729,100.0,180,Mitte,f,Entire home/apt,5,Entire home/apt,1.0,1.0,99.0,1,93.0,24,f,1.0
1757,50.0,362,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,100.0,3,96.0,15,f,1.0
1767,0.0,304,Tempelhof - Schöneberg,t,Entire home/apt,7,Entire home/apt,3.0,7.0,155.0,3,93.0,21,f,1.0
1794,100.0,254,Charlottenburg-Wilm.,f,Entire home/apt,5,Entire home/apt,3.0,3.0,130.0,7,100.0,5,f,1.0
1804,50.0,364,Mitte,t,Private room,4,Private room,2.0,3.0,49.0,3,98.0,21,f,0.0
1807,0.0,190,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,2.0,69.0,90,97.0,26,f,1.0
1810,0.0,350,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,1.0,56.0,3,90.0,28,f,1.0
1814,100.0,352,Charlottenburg-Wilm.,t,Entire home/apt,5,Entire home/apt,2.0,2.0,199.0,1,98.0,22,f,2.0
1823,100.0,301,Pankow,t,Entire home/apt,3,Entire home/apt,2.0,1.0,82.0,3,97.0,34,t,1.0
1837,100.0,179,Pankow,t,Entire home/apt,3,Entire home/apt,1.0,1.0,86.0,2,94.0,37,f,1.5
1841,100.0,72,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,4.0,52.0,5,90.0,6,t,1.0
1847,67.0,53,Friedrichshain-Kreuzberg,t,Private room,3,Private room,1.0,1.0,36.0,1,97.0,16,f,0.0
1849,100.0,245,Pankow,t,Entire home/apt,8,Entire home/apt,3.0,3.0,240.0,4,99.0,39,f,1.5
1854,100.0,251,Friedrichshain-Kreuzberg,t,Entire home/apt,6,Entire home/apt,1.0,3.0,94.0,4,98.0,25,f,1.0
1855,100.0,294,Tempelhof - Schöneberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,83.0,3,98.0,37,t,1.0
1856,100.0,292,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,2.0,3.0,150.0,3,99.0,35,f,1.5
1864,100.0,161,Treptow - Köpenick,t,Entire home/apt,5,Entire home/apt,2.0,2.0,231.0,4,98.0,16,t,2.0
1866,100.0,250,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,2.0,69.0,4,90.0,12,t,1.0
1878,57.0,365,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,450.0,1,95.0,3,f,0.0
1881,100.0,328,Friedrichshain-Kreuzberg,t,Entire home/apt,8,Entire home/apt,2.0,8.0,190.0,3,98.0,30,f,2.0
1882,100.0,360,Tempelhof - Schöneberg,t,Entire home/apt,12,Entire home/apt,3.0,9.0,154.0,3,98.0,33,t,2.0
1886,100.0,332,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,79.0,3,92.0,20,f,2.0
1894,100.0,343,Marzahn - Hellersdorf,f,Entire home/apt,6,Entire home/apt,2.0,6.0,120.0,3,100.0,40,f,1.0
1915,100.0,142,Mitte,f,Entire home/apt,9,Entire home/apt,3.0,6.0,79.0,4,91.0,21,t,1.0
1931,70.0,194,Neukölln,f,Entire home/apt,6,Entire home/apt,3.0,7.0,100.0,7,97.0,33,f,1.0
1933,40.0,115,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,1.0,57.0,60,89.0,6,f,1.0
1935,100.0,365,Mitte,f,Shared room,3,Shared room,1.0,3.0,25.0,1,91.0,5,f,0.0
