,host_response_rate,availability_365,neighbourhood_group,host_is_superhost,room_type,accommodates,room_type,bedrooms,beds,price,minimum_nights,review_scores_rating,amenities,instant_bookable,bathrooms
17111,100.0,156,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,1.0,2.0,99.0,2,95.0,31,f,1.0
17114,100.0,296,Neukölln,t,Entire home/apt,3,Entire home/apt,1.0,3.0,80.0,2,98.0,26,f,1.0
17117,0.0,173,Charlottenburg-Wilm.,f,Entire home/apt,6,Entire home/apt,3.0,3.0,400.0,1,80.0,9,f,2.0
17126,80.0,137,Mitte,f,Private room,3,Private room,1.0,1.0,50.0,3,80.0,9,f,0.0
17132,100.0,299,Lichtenberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,69.0,2,100.0,40,t,1.0
17133,100.0,355,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,56.0,3,93.0,20,t,1.0
17135,100.0,87,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,56.0,1,91.0,19,t,1.0
17137,100.0,362,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,56.0,3,84.0,19,t,1.0
17138,100.0,347,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,59.0,2,90.0,20,t,1.0
17139,100.0,354,Friedrichshain-Kreuzberg,f,Entire home/apt,6,Entire home/apt,2.0,5.0,65.0,2,90.0,19,t,1.0
17140,100.0,86,Friedrichshain-Kreuzberg,f,Entire home/apt,7,Entire home/apt,2.0,6.0,69.0,2,87.0,19,t,2.0
17145,100.0,84,Pankow,t,Private room,4,Private room,1.0,2.0,27.0,1,98.0,28,t,0.0
17160,0.0,290,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,0.0,90.0,6,0.0,11,f,1.0
17163,71.0,292,Friedrichshain-Kreuzberg,t,Entire home/apt,13,Entire home/apt,4.0,8.0,400.43,3,80.0,24,f,4.0
17170,100.0,178,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,2.0,70.0,3,20.0,23,t,1.0
17172,0.0,363,Treptow - Köpenick,f,Entire home/apt,6,Entire home/apt,2.0,6.0,99.0,186,0.0,12,f,1.0
17176,90.0,180,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,0.0,79.0,4,0.0,4,t,1.0
17183,100.0,269,Reinickendorf,f,Private room,3,Private room,1.0,2.0,25.0,1,100.0,40,t,0.0
17186,0.0,180,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,1.0,70.0,90,0.0,13,t,1.0
17206,100.0,89,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,69.0,2,0.0,10,f,1.0
17211,100.0,80,Pankow,t,Entire home/apt,6,Entire home/apt,2.0,4.0,93.0,2,98.0,23,t,1.0
17218,100.0,81,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,1.0,70.0,3,81.0,23,f,1.0
17240,0.0,141,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,1.0,43.0,5,0.0,13,f,1.0
17250,100.0,128,Friedrichshain-Kreuzberg,f,Entire home/apt,8,Entire home/apt,4.0,4.0,120.0,3,100.0,36,t,2.0
17287,100.0,139,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,2.0,47.0,61,0.0,41,t,1.0
17288,50.0,89,Pankow,f,Entire home/apt,6,Entire home/apt,3.0,3.0,93.0,30,0.0,10,f,2.0
17293,79.0,324,Pankow,t,Entire home/apt,4,Entire home/apt,1.0,1.0,120.0,5,0.0,29,t,1.0
17312,100.0,59,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,1.0,3.0,46.0,1,83.0,23,t,1.0
17314,100.0,55,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,3.0,39.0,1,87.0,24,t,1.0
17320,82.0,363,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,67.0,3,88.0,19,t,1.0
17327,100.0,90,Pankow,f,Private room,3,Private room,1.0,2.0,123.0,1,0.0,9,t,1.0
17330,100.0,260,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,1.0,75.0,2,100.0,12,f,1.0
17336,100.0,89,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,56.0,5,100.0,12,f,1.0
17347,100.0,137,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,75.0,1,0.0,24,f,1.0
17349,100.0,168,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,2.0,119.29,3,100.0,28,t,1.0
17366,96.0,353,Charlottenburg-Wilm.,f,Entire home/apt,3,Entire home/apt,1.0,2.0,42.0,2,93.0,17,t,1.0
17367,96.0,363,Charlottenburg-Wilm.,f,Entire home/apt,9,Entire home/apt,4.0,7.0,69.0,2,88.0,20,t,2.0
17373,0.0,364,Reinickendorf,f,Private room,4,Private room,1.0,2.0,70.0,1,0.0,30,f,0.0
17378,0.0,88,Treptow - Köpenick,f,Entire home/apt,3,Entire home/apt,1.0,1.0,45.0,5,0.0,7,f,1.0
17380,67.0,179,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,124.0,2,80.0,13,f,1.0
17385,0.0,289,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,2.0,80.0,5,0.0,8,f,1.0
17386,0.0,77,Friedrichshain-Kreuzberg,f,Private room,9,Private room,3.0,5.0,45.0,1,100.0,17,f,0.0
17408,100.0,179,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,1.0,80.0,4,100.0,15,f,1.0
17409,75.0,114,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,2.0,33.0,4,100.0,25,f,1.0
17410,80.0,57,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,46.0,62,95.0,7,t,1.0
17420,100.0,265,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,2.0,120.0,4,0.0,18,f,1.0
17426,100.0,356,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,41.86,2,91.0,28,t,1.0
17427,100.0,353,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,49.0,2,89.0,28,t,1.0
17432,100.0,365,Lichtenberg,t,Shared room,16,Shared room,1.0,6.0,29.0,1,95.0,11,t,0.0
17437,90.0,361,Treptow - Köpenick,f,Entire home/apt,6,Entire home/apt,2.0,6.0,67.0,15,0.0,12,f,2.0
17440,89.0,165,Tempelhof - Schöneberg,t,Entire home/apt,3,Entire home/apt,1.0,2.0,103.0,2,100.0,23,f,1.0
17445,100.0,365,Lichtenberg,t,Shared room,6,Shared room,1.0,6.0,29.0,1,100.0,11,t,0.0
17447,100.0,77,Spandau,f,Entire home/apt,6,Entire home/apt,3.0,3.0,47.0,2,73.0,13,f,1.0
17461,100.0,83,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,200.0,7,100.0,28,f,1.5
17466,0.0,179,Friedrichshain-Kreuzberg,f,Shared room,4,Shared room,1.0,2.0,60.0,1,40.0,10,f,0.0
17467,100.0,319,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,0.0,110.0,2,99.0,19,t,1.0
17469,0.0,165,Neukölln,f,Private room,4,Private room,1.0,2.0,80.0,7,0.0,11,t,0.0
17471,13.0,82,Lichtenberg,f,Entire home/apt,4,Entire home/apt,1.0,0.0,43.0,2,100.0,14,f,1.0
17473,0.0,107,Tempelhof - Schöneberg,f,Private room,6,Private room,2.0,2.0,90.0,2,100.0,26,f,0.0
17474,90.0,37,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,2.0,81.0,30,100.0,21,f,2.0
17477,100.0,168,Neukölln,f,Entire home/apt,12,Entire home/apt,3.0,6.0,32.0,2,83.0,14,f,1.0
17481,44.0,83,Neukölln,f,Private room,4,Private room,2.0,5.0,60.0,1,0.0,15,f,0.0
17482,100.0,108,Mitte,f,Private room,5,Private room,1.0,3.0,48.0,2,0.0,16,t,0.0
17489,100.0,82,Mitte,f,Private room,4,Private room,1.0,2.0,41.0,1,89.0,26,f,0.0
17490,100.0,328,Mitte,f,Private room,4,Private room,1.0,2.0,35.0,1,85.0,27,f,0.0
17494,54.0,365,Friedrichshain-Kreuzberg,f,Entire home/apt,5,Entire home/apt,2.0,4.0,90.0,3,0.0,11,f,1.0
17499,100.0,364,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,2.0,181.0,1,100.0,16,f,1.0
17504,100.0,248,Spandau,t,Entire home/apt,5,Entire home/apt,2.0,4.0,220.0,2,100.0,25,t,1.0
17505,100.0,180,Spandau,t,Entire home/apt,5,Entire home/apt,2.0,4.0,220.0,2,100.0,25,t,1.0
17532,0.0,365,Mitte,f,Entire home/apt,6,Entire home/apt,2.0,3.0,250.0,2,0.0,10,t,1.0
17533,100.0,161,Mitte,t,Entire home/apt,4,Entire home/apt,2.0,4.0,70.0,15,0.0,29,t,1.0
17537,100.0,179,Tempelhof - Schöneberg,f,Entire home/apt,5,Entire home/apt,2.0,3.0,120.0,2,100.0,22,t,1.0
17541,80.0,79,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,130.0,1,96.0,18,f,1.5
17543,100.0,78,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,4.0,100.0,15,0.0,27,t,1.0
17561,100.0,270,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,4.0,119.0,3,87.0,21,t,1.0
17583,33.0,68,Mitte,f,Private room,4,Private room,2.0,3.0,25.0,7,0.0,29,f,1.0
17593,60.0,179,Marzahn - Hellersdorf,f,Entire home/apt,3,Entire home/apt,1.0,2.0,40.0,30,0.0,36,f,1.0
17596,100.0,232,Tempelhof - Schöneberg,f,Entire home/apt,8,Entire home/apt,4.0,8.0,80.0,60,0.0,17,t,2.5
17605,100.0,236,Friedrichshain-Kreuzberg,f,Entire home/apt,5,Entire home/apt,2.0,5.0,82.0,2,93.0,25,t,1.0
17617,0.0,104,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,3.0,33.0,7,0.0,10,t,1.0
17620,0.0,83,Mitte,f,Private room,4,Private room,1.0,2.0,60.0,2,0.0,8,f,1.0
17621,75.0,69,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,1.0,75.0,2,100.0,10,f,1.0
17622,0.0,51,Friedrichshain-Kreuzberg,t,Entire home/apt,3,Entire home/apt,1.0,1.0,79.0,3,98.0,15,f,1.0
17623,100.0,120,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,2.0,2.0,82.0,3,97.0,28,t,1.0
17631,0.0,179,Mitte,f,Private room,4,Private room,1.0,0.0,45.0,2,0.0,15,f,0.0
17641,0.0,88,Treptow - Köpenick,f,Entire home/apt,6,Entire home/apt,2.0,3.0,79.0,2,100.0,36,f,1.0
17656,59.0,362,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,2.0,65.0,93,0.0,16,f,1.0
17664,100.0,203,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,140.0,2,93.0,25,t,1.0
17687,80.0,199,Mitte,t,Entire home/apt,8,Entire home/apt,4.0,6.0,180.0,6,0.0,18,f,2.0
17695,0.0,364,Treptow - Köpenick,f,Entire home/apt,4,Entire home/apt,1.0,2.0,64.0,4,60.0,15,f,1.0
17702,100.0,51,Charlottenburg-Wilm.,f,Entire home/apt,6,Entire home/apt,2.0,4.0,250.0,3,100.0,20,t,2.0
17709,100.0,75,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,104.0,2,100.0,9,f,1.0
17719,100.0,75,Pankow,f,Entire home/apt,6,Entire home/apt,1.0,6.0,61.0,2,84.0,28,f,1.0
17720,100.0,338,Tempelhof - Schöneberg,f,Entire home/apt,6,Entire home/apt,3.0,4.0,150.0,60,0.0,14,f,1.5
17722,0.0,365,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,90.0,60,0.0,12,t,2.0
17726,100.0,59,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,1.0,2.0,45.0,2,97.0,32,t,1.0
17727,0.0,60,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,60.0,2,80.0,22,f,1.0
17738,0.0,138,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,1.0,79.0,5,0.0,14,f,1.0
17742,56.0,362,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,110.0,3,100.0,11,t,1.0
17746,83.0,365,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,3.0,145.0,2,0.0,19,t,1.0
17748,100.0,50,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,56.0,2,93.0,20,f,1.0
17750,0.0,47,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,0.0,65.0,1,100.0,13,f,1.0
17752,0.0,358,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,2.0,80.0,1,0.0,9,f,1.0
17753,100.0,364,Mitte,f,Shared room,6,Shared room,1.0,6.0,12.0,2,80.0,9,f,0.0
17754,100.0,365,Mitte,f,Shared room,8,Shared room,1.0,8.0,12.0,2,77.0,18,f,0.0
17759,100.0,362,Friedrichshain-Kreuzberg,f,Entire home/apt,7,Entire home/apt,3.0,8.0,107.0,1,86.0,25,t,1.0
17764,33.0,82,Neukölln,f,Entire home/apt,4,Entire home/apt,1.0,3.0,75.0,4,100.0,24,f,1.0
17769,0.0,83,Treptow - Köpenick,f,Entire home/apt,3,Entire home/apt,1.0,0.0,60.0,1,0.0,14,f,1.0
17779,80.0,76,Pankow,f,Entire home/apt,4,Entire home/apt,3.0,4.0,110.0,12,0.0,28,t,1.0
17783,100.0,365,Friedrichshain-Kreuzberg,f,Entire home/apt,5,Entire home/apt,2.0,0.0,95.0,1,89.0,25,t,1.0
17788,100.0,365,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,4.0,91.0,1,80.0,25,t,1.0
17791,59.0,358,Pankow,f,Entire home/apt,6,Entire home/apt,3.0,1.0,85.0,93,0.0,15,f,1.0
17792,100.0,358,Pankow,f,Entire home/apt,6,Entire home/apt,3.0,4.0,90.0,30,0.0,22,f,1.0
17799,100.0,78,Pankow,t,Entire home/apt,4,Entire home/apt,1.0,2.0,99.0,3,100.0,9,t,1.0
17813,50.0,89,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,99.0,2,100.0,9,f,1.0
17814,0.0,89,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,2.0,2.0,250.0,5,0.0,25,f,1.5
17815,100.0,350,Marzahn - Hellersdorf,f,Entire home/apt,4,Entire home/apt,1.0,1.0,103.0,2,100.0,28,t,1.0
17828,96.0,332,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,2.0,80.0,2,90.0,38,t,2.0
17830,0.0,69,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,120.0,90,0.0,13,f,2.0
17847,100.0,167,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,78.0,2,100.0,15,t,1.0
17870,100.0,364,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,3.0,90.0,61,0.0,10,f,1.0
17881,59.0,358,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,1.0,60.0,90,0.0,14,f,1.0
17885,54.0,365,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,2.0,90.0,3,0.0,8,f,1.0
17886,80.0,359,Reinickendorf,t,Entire home/apt,4,Entire home/apt,1.0,2.0,68.0,2,98.0,25,t,1.0
17889,100.0,181,Friedrichshain-Kreuzberg,t,Entire home/apt,4,Entire home/apt,2.0,2.0,100.0,28,100.0,34,t,2.5
17890,100.0,87,Tempelhof - Schöneberg,f,Entire home/apt,3,Entire home/apt,1.0,1.0,79.0,2,93.0,31,t,1.0
17892,80.0,348,Reinickendorf,t,Entire home/apt,3,Entire home/apt,1.0,2.0,54.0,2,97.0,21,t,1.0
17893,0.0,87,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,70.0,3,80.0,11,f,1.0
17898,0.0,108,Friedrichshain-Kreuzberg,f,Private room,4,Private room,1.0,2.0,29.0,3,0.0,40,f,0.0
17910,100.0,49,Tempelhof - Schöneberg,f,Entire home/apt,3,Entire home/apt,1.0,4.0,88.0,3,0.0,12,f,1.0
17915,100.0,365,Marzahn - Hellersdorf,f,Private room,3,Private room,2.0,3.0,79.0,1,90.0,13,t,0.0
17916,100.0,365,Marzahn - Hellersdorf,f,Private room,4,Private room,2.0,3.0,115.0,1,0.0,19,t,0.0
17923,96.0,46,Mitte,f,Private room,4,Private room,2.0,2.0,115.0,2,95.0,41,t,1.5
17924,100.0,81,Neukölln,f,Private room,3,Private room,1.0,1.0,40.0,2,100.0,25,f,0.0
17929,90.0,168,Friedrichshain-Kreuzberg,t,Entire home/apt,5,Entire home/apt,2.0,3.0,115.0,2,100.0,13,t,1.0
17930,100.0,339,Treptow - Köpenick,t,Entire home/apt,4,Entire home/apt,2.0,2.0,63.0,2,98.0,26,f,1.0
17937,100.0,360,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,70.0,1,94.0,30,f,1.0
17942,100.0,332,Charlottenburg-Wilm.,t,Entire home/apt,4,Entire home/apt,1.0,3.0,47.0,1,99.0,52,t,1.0
17946,87.0,57,Friedrichshain-Kreuzberg,f,Private room,4,Private room,1.0,2.0,75.0,1,0.0,20,t,0.0
17969,59.0,358,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,4.0,58.0,91,0.0,9,f,1.0
17970,50.0,258,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,2.0,3.0,85.0,3,0.0,8,t,1.0
17972,100.0,334,Friedrichshain-Kreuzberg,f,Entire home/apt,8,Entire home/apt,3.0,7.0,184.0,3,100.0,29,t,2.0
17973,0.0,110,Lichtenberg,f,Entire home/apt,5,Entire home/apt,3.0,4.0,130.0,5,0.0,11,f,2.0
17974,67.0,104,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,100.0,3,0.0,6,f,1.0
17980,89.0,165,Charlottenburg-Wilm.,f,Entire home/apt,6,Entire home/apt,2.0,6.0,175.0,1,0.0,24,f,1.0
17985,100.0,365,Mitte,t,Entire home/apt,6,Entire home/apt,2.0,4.0,58.0,1,0.0,26,f,1.0
17987,100.0,258,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,42.0,1,0.0,23,f,1.0
17991,89.0,137,Pankow,f,Entire home/apt,10,Entire home/apt,3.0,9.0,146.0,1,91.0,30,f,2.0
18000,50.0,90,Pankow,f,Private room,4,Private room,1.0,1.0,35.0,2,60.0,22,f,0.0
18009,0.0,179,Friedrichshain-Kreuzberg,f,Shared room,6,Shared room,1.0,6.0,35.0,1,0.0,9,f,0.0
18013,100.0,322,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,2.0,90.0,5,100.0,17,f,1.0
18015,100.0,304,Spandau,f,Entire home/apt,3,Entire home/apt,1.0,3.0,28.0,30,70.0,19,f,1.0
18016,0.0,90,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,150.0,3,0.0,10,t,1.5
18019,100.0,365,Mitte,f,Shared room,6,Shared room,1.0,6.0,14.0,2,60.0,20,f,0.0
18020,100.0,365,Mitte,f,Shared room,7,Shared room,1.0,7.0,14.0,2,0.0,12,f,0.0
18026,0.0,106,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,2.0,79.0,2,100.0,10,t,1.0
18028,100.0,53,Pankow,t,Entire home/apt,8,Entire home/apt,1.0,6.0,52.0,1,98.0,25,t,1.0
18031,0.0,109,Mitte,f,Entire home/apt,6,Entire home/apt,3.0,3.0,396.0,30,0.0,12,f,2.0
18042,0.0,76,Pankow,f,Entire home/apt,6,Entire home/apt,3.0,3.0,990.0,4,100.0,29,t,2.5
18045,100.0,178,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,4.0,127.0,2,0.0,27,t,1.0
18046,0.0,365,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,2.0,4.0,160.0,3,0.0,10,t,1.0
18060,90.0,339,Tempelhof - Schöneberg,f,Entire home/apt,4,Entire home/apt,2.0,0.0,99.0,7,0.0,11,t,1.5
18066,90.0,331,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,2.0,83.0,2,100.0,27,f,1.0
18068,100.0,333,Friedrichshain-Kreuzberg,f,Entire home/apt,7,Entire home/apt,2.0,5.0,79.0,2,100.0,15,t,2.0
18071,100.0,260,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,3.0,80.0,30,0.0,8,f,1.0
18072,100.0,180,Neukölln,f,Entire home/apt,3,Entire home/apt,1.0,1.0,98.57,1,100.0,26,f,1.0
18079,60.0,74,Charlottenburg-Wilm.,f,Private room,4,Private room,1.0,4.0,47.0,2,0.0,18,t,0.0
18097,100.0,69,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,55.0,1,0.0,10,f,1.5
18103,100.0,78,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,1.0,56.0,4,100.0,22,t,1.0
18105,100.0,256,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,2.0,170.0,2,100.0,10,t,1.0
18127,50.0,322,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,140.0,2,0.0,36,t,1.0
18128,0.0,365,Spandau,f,Entire home/apt,4,Entire home/apt,1.0,2.0,80.0,14,0.0,21,t,1.0
18129,50.0,322,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,1.0,168.0,2,0.0,35,t,2.0
18131,50.0,319,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,195.0,2,0.0,35,t,2.0
18133,90.0,363,Mitte,f,Entire home/apt,4,Entire home/apt,2.0,4.0,110.0,30,0.0,13,f,1.0
18140,50.0,319,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,247.0,2,0.0,36,t,2.0
18143,50.0,319,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,263.0,2,0.0,36,t,2.0
18144,50.0,321,Mitte,f,Entire home/apt,5,Entire home/apt,2.0,3.0,188.0,2,0.0,35,t,2.0
18158,100.0,326,Mitte,t,Entire home/apt,6,Entire home/apt,1.0,4.0,114.0,1,100.0,28,t,1.0
18161,100.0,228,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,2.0,45.0,2,100.0,9,t,1.0
18163,0.0,46,Charlottenburg-Wilm.,f,Entire home/apt,7,Entire home/apt,2.0,6.0,93.0,1,0.0,27,t,2.0
18168,100.0,342,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,1.0,200.0,3,100.0,17,f,1.0
18171,90.0,179,Friedrichshain-Kreuzberg,f,Private room,4,Private room,2.0,2.0,99.0,90,0.0,7,f,0.0
18183,0.0,179,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,0.0,127.0,1,0.0,10,f,1.0
18184,100.0,343,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,1.0,170.0,3,0.0,11,t,1.0
18190,100.0,344,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,1.0,120.0,2,0.0,12,t,1.0
18201,25.0,276,Mitte,f,Entire home/apt,3,Entire home/apt,1.0,2.0,30.0,3,80.0,24,f,1.0
18206,0.0,115,Lichtenberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,50.0,7,80.0,8,t,1.0
18215,100.0,73,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,1.0,2.0,77.14,2,90.0,25,f,1.0
18219,0.0,365,Spandau,f,Private room,3,Private room,1.0,2.0,80.0,1,0.0,6,t,1.0
18223,0.0,90,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,2.0,105.0,2,0.0,9,t,1.0
18226,0.0,179,Lichtenberg,f,Private room,4,Private room,1.0,1.0,400.0,1,0.0,6,f,0.0
18227,100.0,160,Treptow - Köpenick,f,Entire home/apt,3,Entire home/apt,1.0,2.0,55.0,2,97.0,12,t,1.0
18229,100.0,75,Pankow,f,Entire home/apt,4,Entire home/apt,2.0,3.0,70.0,3,100.0,10,f,1.0
18236,100.0,243,Charlottenburg-Wilm.,f,Private room,3,Private room,1.0,1.0,87.0,1,0.0,14,t,0.0
18237,100.0,241,Charlottenburg-Wilm.,f,Private room,3,Private room,1.0,2.0,99.0,1,0.0,13,t,0.0
18240,0.0,90,Mitte,f,Entire home/apt,5,Entire home/apt,1.0,0.0,70.0,2,100.0,11,t,1.0
18241,100.0,229,Neukölln,f,Entire home/apt,4,Entire home/apt,2.0,3.0,80.0,1,100.0,27,f,1.0
18244,98.0,347,Mitte,f,Entire home/apt,8,Entire home/apt,2.0,5.0,60.0,1,67.0,11,t,1.0
18251,100.0,57,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,2.0,80.0,2,96.0,40,t,1.0
18260,29.0,137,Friedrichshain-Kreuzberg,f,Entire home/apt,4,Entire home/apt,2.0,2.0,140.0,14,0.0,10,f,1.5
18267,100.0,36,Friedrichshain-Kreuzberg,f,Entire home/apt,5,Entire home/apt,4.0,5.0,128.0,1,94.0,13,t,2.0
18269,90.0,281,Treptow - Köpenick,t,Entire home/apt,6,Entire home/apt,3.0,4.0,100.0,4,100.0,28,t,2.0
18273,100.0,354,Mitte,t,Entire home/apt,10,Entire home/apt,4.0,6.0,184.0,1,100.0,33,t,2.0
18274,100.0,358,Mitte,t,Entire home/apt,4,Entire home/apt,1.0,2.0,71.0,1,100.0,34,t,1.0
18275,100.0,360,Mitte,t,Entire home/apt,7,Entire home/apt,3.0,4.0,107.0,1,100.0,33,t,1.0
18283,90.0,364,Pankow,f,Entire home/apt,4,Entire home/apt,1.0,4.0,50.0,61,0.0,15,f,1.0
18296,0.0,70,Pankow,f,Private room,3,Private room,1.0,2.0,80.0,1,0.0,11,t,0.0
18297,100.0,31,Pankow,f,Entire home/apt,3,Entire home/apt,2.0,2.0,60.0,14,0.0,9,f,1.0
18305,100.0,211,Mitte,f,Private room,3,Private room,1.0,0.0,118.0,1,100.0,13,t,1.5
18306,100.0,270,Mitte,f,Private room,4,Private room,1.0,4.0,135.0,1,0.0,13,t,1.0
18308,0.0,202,Charlottenburg-Wilm.,f,Entire home/apt,4,Entire home/apt,1.0,1.0,95.0,1,0.0,9,f,1.0
18314,100.0,359,Mitte,f,Entire home/apt,4,Entire home/apt,1.0,2.0,59.0,1,86.0,20,t,1.0
18322,67.0,347,Charlottenburg-Wilm.,f,Entire home/apt,6,Entire home/apt,1.0,0.0,69.0,1,0.0,31,t,1.0
18325,100.0,44,Pankow,t,Entire home/apt,4,Entire home/apt,2.0,2.0,188.0,1,100.0,16,t,1.5
18329,100.0,179,Friedrichshain-Kreuzberg,f,Entire home/apt,3,Entire home/apt,1.0,2.0,115.0,1,0.0,29,f,1.0
18339,100.0,324,Pankow,f,Entire home/apt,3,Entire home/apt,1.0,2.0,60.0,1,93.0,11,t,1.0
18341,100.0,357,Lichtenberg,f,Entire home/apt,8,Entire home/apt,2.0,8.0,73.5,1,100.0,12,t,1.0
18357,95.0,365,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,106.0,15,90.0,35,t,1.0
18358,95.0,348,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,151.14,4,0.0,35,t,1.0
18360,95.0,360,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,135.0,7,0.0,35,t,1.0
18361,95.0,361,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,119.0,15,0.0,35,t,1.0
18362,95.0,348,Mitte,t,Entire home/apt,3,Entire home/apt,1.0,2.0,159.86,4,0.0,35,t,1.0
