neighbourhood,neighbourhood_group,accommodates,room_type,bathrooms,bedrooms,beds,price,review_scores_rating,availability_365,instant_bookable
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,69,0,89,f
Helmholtzplatz,Pankow,6,Entire home/apt,1,2,4,93,98,80,t
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,1,70,81,81,f
Alexanderplatz,Mitte,3,Entire home/apt,1,1,1,43,0,141,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,8,Entire home/apt,2,4,4,120,100,128,t
Moabit West,Mitte,4,Entire home/apt,1,1,2,47,0,139,t
Prenzlauer Berg Nord,Pankow,6,Entire home/apt,2,3,3,93,0,89,f
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,1,1,120,0,324,t
Halensee,Charlottenburg-Wilm.,4,Entire home/apt,1,1,3,46,83,59,t
Halensee,Charlottenburg-Wilm.,3,Entire home/apt,1,1,3,39,87,55,t
Moabit Ost,Mitte,4,Entire home/apt,1,1,2,67,88,363,t
Prenzlauer Berg Südwest,Pankow,3,Private room,1,1,2,123,0,90,t
Prenzlauer Berg Nord,Pankow,3,Entire home/apt,1,1,1,75,100,260,f
Wedding Zentrum,Mitte,3,Entire home/apt,1,1,2,56,100,89,f
Parkviertel,Mitte,4,Entire home/apt,1,2,2,75,0,137,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,2,2,119.29,100,168,t
Düsseldorfer Straße,Charlottenburg-Wilm.,3,Entire home/apt,1,1,2,42,93,353,t
Düsseldorfer Straße,Charlottenburg-Wilm.,9,Entire home/apt,2,4,7,69,88,363,t
Ost 1,Reinickendorf,4,Private room,0,1,2,70,0,364,f
Niederschöneweide,Treptow - Köpenick,3,Entire home/apt,1,1,1,45,0,88,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,2,2,124,80,179,f
Pankow Zentrum,Pankow,4,Entire home/apt,1,2,2,80,0,289,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,9,Private room,0,3,5,45,100,77,f
Wedding Zentrum,Mitte,3,Entire home/apt,1,1,1,80,100,179,f
Prenzlauer Berg Ost,Pankow,3,Entire home/apt,1,1,2,33,100,114,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,46,95,57,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,1,2,2,120,0,265,f
Prenzlauer Berg Ost,Pankow,4,Entire home/apt,1,1,2,41.86,91,356,t
Prenzlauer Berg Ost,Pankow,4,Entire home/apt,1,1,2,49,89,353,t
Neu Lichtenberg,Lichtenberg,16,Shared room,0,1,6,29,95,365,t
Friedrichshagen,Treptow - Köpenick,6,Entire home/apt,2,2,6,67,0,361,f
Schöneberg-Nord,Tempelhof - Schöneberg,3,Entire home/apt,1,1,2,103,100,165,f
Neu Lichtenberg,Lichtenberg,6,Shared room,0,1,6,29,100,365,t
Spandau Mitte,Spandau,6,Entire home/apt,1,3,3,47,73,77,f
Moabit Ost,Mitte,5,Entire home/apt,1.5,2,3,200,100,83,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Shared room,0,1,2,60,40,179,f
Regierungsviertel,Mitte,4,Entire home/apt,1,2,0,110,99,319,t
Reuterstraße,Neukölln,4,Private room,0,1,2,80,0,165,t
Friedrichsfelde Süd,Lichtenberg,4,Entire home/apt,1,1,0,43,100,82,f
Friedenau,Tempelhof - Schöneberg,6,Private room,0,2,2,90,100,107,f
Alexanderplatz,Mitte,5,Entire home/apt,2,2,2,81,100,37,f
Reuterstraße,Neukölln,12,Entire home/apt,1,3,6,32,83,168,f
Reuterstraße,Neukölln,4,Private room,0,2,5,60,0,83,f
Brunnenstr. Süd,Mitte,5,Private room,0,1,3,48,0,108,t
Wedding Zentrum,Mitte,4,Private room,0,1,2,41,89,82,f
Wedding Zentrum,Mitte,4,Private room,0,1,2,35,85,328,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,5,Entire home/apt,1,2,4,90,0,365,f
Rixdorf,Neukölln,4,Entire home/apt,1,2,2,181,100,364,f
Haselhorst,Spandau,5,Entire home/apt,1,2,4,220,100,248,t
Haselhorst,Spandau,5,Entire home/apt,1,2,4,220,100,180,t
Moabit West,Mitte,6,Entire home/apt,1,2,3,250,0,365,t
Moabit West,Mitte,4,Entire home/apt,1,2,4,70,0,161,t
Lichtenrade,Tempelhof - Schöneberg,5,Entire home/apt,1,2,3,120,100,179,t
Alexanderplatz,Mitte,4,Entire home/apt,1.5,2,2,130,96,79,f
Moabit West,Mitte,3,Entire home/apt,1,1,4,100,0,78,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,2,4,119,87,270,t
Wedding Zentrum,Mitte,4,Private room,1,2,3,25,0,68,f
Marzahn-Süd,Marzahn - Hellersdorf,3,Entire home/apt,1,1,2,40,0,179,f
Lichtenrade,Tempelhof - Schöneberg,8,Entire home/apt,2.5,4,8,80,0,232,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,5,Entire home/apt,1,2,5,82,93,236,t
Parkviertel,Mitte,4,Entire home/apt,1,2,3,33,0,104,t
Osloer Straße,Mitte,4,Private room,1,1,2,60,0,83,f
Neuköllner Mitte/Zentrum,Neukölln,3,Entire home/apt,1,1,1,75,100,69,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,79,98,51,f
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,2,2,82,97,120,t
Tiergarten Süd,Mitte,4,Private room,0,1,0,45,0,179,f
Altglienicke,Treptow - Köpenick,6,Entire home/apt,1,2,3,79,100,88,f
Helmholtzplatz,Pankow,4,Entire home/apt,1,2,2,65,0,362,f
Moabit Ost,Mitte,4,Entire home/apt,1,1,1,140,93,203,t
Alexanderplatz,Mitte,8,Entire home/apt,2,4,6,180,0,199,f
Alt  Treptow,Treptow - Köpenick,4,Entire home/apt,1,1,2,64,60,364,f
Düsseldorfer Straße,Charlottenburg-Wilm.,6,Entire home/apt,2,2,4,250,100,51,t
südliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,104,100,75,f
Weißensee,Pankow,6,Entire home/apt,1,1,6,61,84,75,f
Mariendorf,Tempelhof - Schöneberg,6,Entire home/apt,1.5,3,4,150,0,338,f
Regierungsviertel,Mitte,4,Entire home/apt,2,2,2,90,0,365,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,45,97,59,t
Wedding Zentrum,Mitte,4,Entire home/apt,1,1,2,60,80,60,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,1,79,0,138,f
Brunnenstr. Nord,Mitte,4,Entire home/apt,1,1,2,110,100,362,t
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,2,3,145,0,365,t
Alexanderplatz,Mitte,3,Entire home/apt,1,1,2,56,93,50,f
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1,1,0,65,100,47,f
Blankenburg/Heinersdorf/Märchenland,Pankow,3,Entire home/apt,1,1,2,80,0,358,f
Osloer Straße,Mitte,6,Shared room,0,1,6,12,80,364,f
Osloer Straße,Mitte,8,Shared room,0,1,8,12,77,365,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,7,Entire home/apt,1,3,8,107,86,362,t
Reuterstraße,Neukölln,4,Entire home/apt,1,1,3,75,100,82,f
Kölln. Vorstadt/Spindlersf.,Treptow - Köpenick,3,Entire home/apt,1,1,0,60,0,83,f
Helmholtzplatz,Pankow,4,Entire home/apt,1,3,4,110,0,76,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,5,Entire home/apt,1,2,0,95,89,365,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,4,91,80,365,t
Helmholtzplatz,Pankow,6,Entire home/apt,1,3,1,85,0,358,f
Prenzlauer Berg Südwest,Pankow,6,Entire home/apt,1,3,4,90,0,358,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,1,2,99,100,78,t
Prenzlauer Berg Ost,Pankow,4,Entire home/apt,1,1,2,99,100,89,f
Kantstraße,Charlottenburg-Wilm.,4,Entire home/apt,1.5,2,2,250,0,89,f
Marzahn-Süd,Marzahn - Hellersdorf,4,Entire home/apt,1,1,1,103,100,350,t
Brunnenstr. Süd,Mitte,5,Entire home/apt,2,2,2,80,90,332,t
Moabit Ost,Mitte,4,Entire home/apt,2,2,2,120,0,69,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,78,100,167,t
Regierungsviertel,Mitte,4,Entire home/apt,1,2,3,90,0,364,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,60,0,358,f
Reuterstraße,Neukölln,3,Entire home/apt,1,1,2,90,0,365,f
West 5,Reinickendorf,4,Entire home/apt,1,1,2,68,98,359,t
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,2.5,2,2,100,100,181,t
Schöneberg-Nord,Tempelhof - Schöneberg,3,Entire home/apt,1,1,1,79,93,87,t
West 5,Reinickendorf,3,Entire home/apt,1,1,2,54,97,348,t
Wedding Zentrum,Mitte,3,Entire home/apt,1,1,2,70,80,87,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Private room,0,1,2,29,0,108,f
Schöneberg-Nord,Tempelhof - Schöneberg,3,Entire home/apt,1,1,4,88,0,49,f
Hellersdorf-Nord,Marzahn - Hellersdorf,3,Private room,0,2,3,79,90,365,t
Hellersdorf-Nord,Marzahn - Hellersdorf,4,Private room,0,2,3,115,0,365,t
Alexanderplatz,Mitte,4,Private room,1.5,2,2,115,95,46,t
Rixdorf,Neukölln,3,Private room,0,1,1,40,100,81,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,5,Entire home/apt,1,2,3,115,100,168,t
Alt  Treptow,Treptow - Köpenick,4,Entire home/apt,1,2,2,63,98,339,f
Tempelhof,Tempelhof - Schöneberg,4,Entire home/apt,1,1,2,70,94,360,f
Otto-Suhr-Allee,Charlottenburg-Wilm.,4,Entire home/apt,1,1,3,47,99,332,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Private room,0,1,2,75,0,57,t
Helmholtzplatz,Pankow,4,Entire home/apt,1,2,4,58,0,358,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1,2,3,85,0,258,t
nördliche Luisenstadt,Friedrichshain-Kreuzberg,8,Entire home/apt,2,3,7,184,100,334,t
Karlshorst,Lichtenberg,5,Entire home/apt,2,3,4,130,0,110,f
Alexanderplatz,Mitte,4,Entire home/apt,1,2,2,100,0,104,f
Barstraße,Charlottenburg-Wilm.,6,Entire home/apt,1,2,6,175,0,165,f
Moabit Ost,Mitte,6,Entire home/apt,1,2,4,58,0,365,f
Moabit Ost,Mitte,3,Entire home/apt,1,1,2,42,0,258,f
Prenzlauer Berg Süd,Pankow,10,Entire home/apt,2,3,9,146,91,137,f
Helmholtzplatz,Pankow,4,Private room,0,1,1,35,60,90,f
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,6,Shared room,0,1,6,35,0,179,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,2,2,90,100,322,f
Wilhelmstadt,Spandau,3,Entire home/apt,1,1,3,28,70,304,f
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1.5,2,2,150,0,90,t
Osloer Straße,Mitte,6,Shared room,0,1,6,14,60,365,f
Osloer Straße,Mitte,7,Shared room,0,1,7,14,0,365,f
Prenzlauer Berg Ost,Pankow,4,Entire home/apt,1,1,2,79,100,106,t
Weißensee,Pankow,8,Entire home/apt,1,1,6,52,98,53,t
Regierungsviertel,Mitte,6,Entire home/apt,2,3,3,396,0,109,f
Prenzlauer Berg Südwest,Pankow,6,Entire home/apt,2.5,3,3,990,100,76,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,4,127,0,178,t
Grunewald,Charlottenburg-Wilm.,4,Entire home/apt,1,2,4,160,0,365,t
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1.5,2,0,99,0,339,t
Rixdorf,Neukölln,3,Entire home/apt,1,1,2,83,100,331,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,7,Entire home/apt,2,2,5,79,100,333,t
Regierungsviertel,Mitte,4,Entire home/apt,1,2,3,80,0,260,f
Schillerpromenade,Neukölln,3,Entire home/apt,1,1,1,98.57,100,180,f
Neue Kantstraße,Charlottenburg-Wilm.,4,Private room,0,1,4,47,0,74,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1.5,1,2,55,0,69,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,1,56,100,78,t
Brunnenstr. Nord,Mitte,4,Entire home/apt,1,1,2,170,100,256,t
Brunnenstr. Nord,Mitte,3,Entire home/apt,1,1,2,140,0,322,t
Haselhorst,Spandau,4,Entire home/apt,1,1,2,80,0,365,t
Brunnenstr. Nord,Mitte,3,Entire home/apt,2,1,1,168,0,322,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,195,0,319,t
Regierungsviertel,Mitte,4,Entire home/apt,1,2,4,110,0,363,f
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,247,0,319,t
Wedding Zentrum,Mitte,5,Entire home/apt,2,2,3,263,0,319,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,188,0,321,t
Regierungsviertel,Mitte,6,Entire home/apt,1,1,4,114,100,326,t
Parkviertel,Mitte,4,Entire home/apt,1,1,2,45,100,228,t
Halensee,Charlottenburg-Wilm.,7,Entire home/apt,2,2,6,93,0,46,t
Moabit Ost,Mitte,3,Entire home/apt,1,1,1,200,100,342,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,4,Private room,0,2,2,99,0,179,f
Pankow Zentrum,Pankow,4,Entire home/apt,1,2,0,127,0,179,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,1,170,0,343,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,1,120,0,344,t
Parkviertel,Mitte,3,Entire home/apt,1,1,2,30,80,276,f
Neu Lichtenberg,Lichtenberg,4,Entire home/apt,1,1,2,50,80,115,t
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,77.14,90,73,f
Spandau Mitte,Spandau,3,Private room,1,1,2,80,0,365,t
Buchholz,Pankow,4,Entire home/apt,1,2,2,105,0,90,t
Alt-Lichtenberg,Lichtenberg,4,Private room,0,1,1,400,0,179,f
Bohnsdorf,Treptow - Köpenick,3,Entire home/apt,1,1,2,55,97,160,t
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,2,3,70,100,75,f
Westend,Charlottenburg-Wilm.,3,Private room,0,1,1,87,0,243,t
Westend,Charlottenburg-Wilm.,3,Private room,0,1,2,99,0,241,t
Parkviertel,Mitte,5,Entire home/apt,1,1,0,70,100,90,t
Schillerpromenade,Neukölln,4,Entire home/apt,1,2,3,80,100,229,f
Osloer Straße,Mitte,8,Entire home/apt,1,2,5,60,67,347,t
Regierungsviertel,Mitte,4,Entire home/apt,1,1,2,80,96,57,t
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1.5,2,2,140,0,137,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,5,Entire home/apt,2,4,5,128,94,36,t
Friedrichshagen,Treptow - Köpenick,6,Entire home/apt,2,3,4,100,100,281,t
Alexanderplatz,Mitte,10,Entire home/apt,2,4,6,184,100,354,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,71,100,358,t
Alexanderplatz,Mitte,7,Entire home/apt,1,3,4,107,100,360,t
Blankenfelde/Niederschönhausen,Pankow,4,Entire home/apt,1,1,4,50,0,364,f
Prenzlauer Berg Nord,Pankow,3,Private room,0,1,2,80,0,70,t
Prenzlauer Berg Süd,Pankow,3,Entire home/apt,1,2,2,60,0,31,f
Moabit Ost,Mitte,3,Private room,1.5,1,0,118,100,211,t
Moabit Ost,Mitte,4,Private room,1,1,4,135,0,270,t
Volkspark Wilmersdorf,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,95,0,202,f
Brunnenstr. Nord,Mitte,4,Entire home/apt,1,1,2,59,86,359,t
Kurfürstendamm,Charlottenburg-Wilm.,6,Entire home/apt,1,1,0,69,0,347,t
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1.5,2,2,188,100,44,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,115,0,179,f
Prenzlauer Berg Süd,Pankow,3,Entire home/apt,1,1,2,60,93,324,t
Neu Lichtenberg,Lichtenberg,8,Entire home/apt,1,2,8,73.5,100,357,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,106,90,365,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,151.14,0,348,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,135,0,360,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,119,0,361,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,159.86,0,348,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1.5,2,2,108,100,363,f
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,119,100,364,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,170,0,354,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,148,0,364,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,130,0,364,t
Prenzlauer Berg Nord,Pankow,3,Private room,0,1,3,80,0,59,t
Prenzlauer Berg Südwest,Pankow,3,Entire home/apt,1,1,2,161,0,51,t
Brunnenstr. Süd,Mitte,5,Entire home/apt,2,2,3,261,100,344,t
Prenzlauer Berg Nord,Pankow,3,Private room,0,1,2,40,100,77,f
Moabit Ost,Mitte,6,Entire home/apt,1,1,3,110,88,354,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,50,0,89,t
Alt  Treptow,Treptow - Köpenick,6,Entire home/apt,1,1,3,100,0,30,f
Brunnenstr. Süd,Mitte,6,Entire home/apt,0,2,0,228,0,314,t
Brunnenstr. Süd,Mitte,6,Entire home/apt,0,2,0,242,0,271,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,0,120,0,315,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,0,119,0,318,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,0,100,0,314,t
Brunnenstr. Nord,Mitte,3,Entire home/apt,1,1,2,124,0,319,t
Brunnenstr. Nord,Mitte,3,Entire home/apt,1,1,2,108,0,319,t
Brunnenstr. Nord,Mitte,3,Entire home/apt,1,1,2,92,0,321,t
Brunnenstr. Nord,Mitte,3,Entire home/apt,2,1,2,150,0,319,t
Prenzlauer Berg Süd,Pankow,5,Entire home/apt,2,2,4,200,0,40,f
Ost 2,Reinickendorf,4,Entire home/apt,1,1,1,85,0,179,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,2,4,140,0,166,t
Zehlendorf  Südwest,Steglitz - Zehlendorf,4,Entire home/apt,1,1,2,88,0,290,f
Friedenau,Tempelhof - Schöneberg,4,Private room,0,3,2,136,90,260,f
Oberschöneweide,Treptow - Köpenick,3,Private room,0,1,3,30,0,97,f
Brunnenstr. Nord,Mitte,3,Entire home/apt,2,1,2,131,0,319,t
Brunnenstr. Nord,Mitte,3,Entire home/apt,2,1,2,112,0,321,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,168,0,322,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,126,0,321,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,147,0,319,t
Wedding Zentrum,Mitte,5,Entire home/apt,2,2,3,202,0,322,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,177,0,319,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,153,0,322,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,174,0,319,t
Kölln. Vorstadt/Spindlersf.,Treptow - Köpenick,3,Entire home/apt,1,1,0,100,0,364,f
Alexanderplatz,Mitte,3,Private room,0,1,3,999,0,365,t
Alexanderplatz,Mitte,4,Private room,0,1,4,999,0,365,t
Alexanderplatz,Mitte,6,Private room,0,2,6,999,0,365,t
Alexanderplatz,Mitte,8,Private room,0,1,8,92,93,362,t
Regierungsviertel,Mitte,4,Entire home/apt,1,2,4,80,0,348,f
Mierendorffplatz,Charlottenburg-Wilm.,4,Entire home/apt,1,1,2,100,0,365,t
Reuterstraße,Neukölln,4,Entire home/apt,1,2,5,120,100,65,f
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,152,0,319,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,131,0,319,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,193,0,322,t
Wedding Zentrum,Mitte,5,Entire home/apt,2,2,3,167,0,322,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,2,235,0,319,t
Alexanderplatz,Mitte,4,Entire home/apt,1,2,3,105,0,96,t
Tempelhof,Tempelhof - Schöneberg,6,Entire home/apt,1,2,5,79,0,89,f
Weißensee,Pankow,6,Entire home/apt,1,1,6,61,86,180,t
Brunnenstr. Nord,Mitte,6,Entire home/apt,1,2,3,69,83,360,t
Wedding Zentrum,Mitte,4,Entire home/apt,1,1,2,55,100,113,t
Karow,Pankow,4,Entire home/apt,1,2,3,92,0,138,f
Reuterstraße,Neukölln,6,Shared room,0,1,6,22,94,68,t
Friedenau,Tempelhof - Schöneberg,4,Private room,0,1,0,50,0,90,t
Alexanderplatz,Mitte,7,Entire home/apt,1,4,4,113,80,70,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,7,Entire home/apt,1.5,2,7,95,81,248,t
Otto-Suhr-Allee,Charlottenburg-Wilm.,3,Entire home/apt,1,1,1,59,0,354,t
Kurfürstendamm,Charlottenburg-Wilm.,3,Entire home/apt,1,1,2,65,100,362,f
Brunnenstr. Süd,Mitte,6,Entire home/apt,1,2,3,180,0,90,t
Britz,Neukölln,3,Entire home/apt,1,1,2,60,73,61,f
Brunnenstr. Nord,Mitte,5,Entire home/apt,2,2,3,233,0,364,t
Altglienicke,Treptow - Köpenick,4,Entire home/apt,1,2,4,50,100,104,f
Brunnenstr. Süd,Mitte,5,Entire home/apt,2,2,3,237,0,359,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,191,0,279,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,174,0,292,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,2,153,0,291,t
Brunnenstr. Süd,Mitte,6,Entire home/apt,2.5,3,3,424,0,318,t
Brunnenstr. Süd,Mitte,6,Entire home/apt,2.5,3,3,372,0,318,t
Regierungsviertel,Mitte,4,Private room,0,1,4,35,100,86,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,0,50,100,331,f
Schmöckwitz/Karolinenhof/Rauchfangswerder,Treptow - Köpenick,3,Private room,0,1,2,99,0,330,t
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,1,4,42,88,163,f
Alexanderplatz,Mitte,3,Entire home/apt,1,1,1,85,0,363,f
Blankenfelde/Niederschönhausen,Pankow,3,Entire home/apt,1,1,1,46,96,72,f
Weißensee,Pankow,4,Entire home/apt,1,3,4,69,90,90,f
Moabit West,Mitte,6,Shared room,0,1,4,15,100,356,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,4,35,90,141,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,4,45,0,140,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,4,35,100,48,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,4,60,0,364,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,4,25,100,79,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,2,69,97,43,t
Bohnsdorf,Treptow - Köpenick,4,Private room,0,1,0,161,0,358,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,2,89,0,90,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,2,60,100,83,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,2,114,93,43,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,1,59,100,31,f
Britz,Neukölln,5,Entire home/apt,1,2,2,50,97,55,t
Brunnenstr. Nord,Mitte,4,Entire home/apt,1,1,2,131.93,100,350,t
Otto-Suhr-Allee,Charlottenburg-Wilm.,3,Entire home/apt,1,1,1,80,0,179,f
Prenzlauer Berg Nord,Pankow,3,Entire home/apt,1,2,2,99,0,364,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,2,2,95,0,264,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,100,0,248,f
Teltower Damm,Steglitz - Zehlendorf,3,Entire home/apt,1,1,2,45,0,322,t
Moabit West,Mitte,6,Entire home/apt,2,2,3,142,100,359,t
Brunnenstr. Süd,Mitte,5,Entire home/apt,1,2,3,113,100,92,t
Rixdorf,Neukölln,3,Entire home/apt,1,1,2,66,98,358,t
Reuterstraße,Neukölln,4,Entire home/apt,1,2,2,70,96,31,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,90,100,94,f
Friedrichshagen,Treptow - Köpenick,5,Entire home/apt,1,1,3,139,100,266,t
Kurfürstendamm,Charlottenburg-Wilm.,3,Entire home/apt,1,1,2,42,100,258,t
Prenzlauer Berg Südwest,Pankow,3,Entire home/apt,1,2,2,70,0,161,t
Moabit West,Mitte,4,Shared room,0,1,4,15,0,337,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,92,95,174,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,155,0,87,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,6,Entire home/apt,0,3,3,194,97,238,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,2,2,65,0,297,f
Lankwitz,Steglitz - Zehlendorf,3,Entire home/apt,1,1,2,50,0,180,t
Plänterwald,Treptow - Köpenick,4,Entire home/apt,1,2,2,70,100,34,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,2,2,150,0,38,t
Fennpfuhl,Lichtenberg,4,Private room,0,1,2,88,100,365,f
Wilhelmstadt,Spandau,4,Entire home/apt,2.5,1,2,98,0,173,t
Moabit West,Mitte,5,Entire home/apt,2,2,3,138,98,353,t
Regierungsviertel,Mitte,4,Entire home/apt,1,2,4,87,0,365,t
Reuterstraße,Neukölln,4,Private room,0,1,4,80,0,344,t
Osloer Straße,Mitte,3,Entire home/apt,1,1,2,55,80,247,f
MV 2,Reinickendorf,3,Private room,0,1,3,62,95,171,t
südliche Luisenstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,45,70,61,f
Alt  Treptow,Treptow - Köpenick,4,Entire home/apt,1,2,4,42,0,62,t
Alexanderplatz,Mitte,4,Entire home/apt,1,2,2,85,95,100,t
Brunnenstr. Nord,Mitte,4,Entire home/apt,1,1,2,99,100,359,t
